"No.","Time","Source","Destination","Protocol","Length","Info","src port","dest port","hard src addr","hard dest addr","UTC time","The RTT to ACK the segment was"
"43351","186.399560","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=240/61440, ttl=128 (reply in 43352)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:10.344252",""
"43352","186.613683","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=240/61440, ttl=254 (request in 43351)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:10.558375",""
"43355","187.417312","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=241/61696, ttl=128 (reply in 43356)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:11.362004",""
"43356","187.470256","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=241/61696, ttl=254 (request in 43355)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:11.414948",""
"43360","188.425100","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=242/61952, ttl=128 (reply in 43361)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:12.369792",""
"43361","188.428775","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=242/61952, ttl=254 (request in 43360)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:12.373467",""
"43366","189.440940","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=243/62208, ttl=128 (reply in 43367)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:13.385632",""
"43367","189.454129","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=243/62208, ttl=254 (request in 43366)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:13.398821",""
"43373","190.448634","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=244/62464, ttl=128 (reply in 43374)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:14.393326",""
"43374","190.453907","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=244/62464, ttl=254 (request in 43373)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:14.398599",""
"43376","191.467964","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=245/62720, ttl=128 (reply in 43377)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:15.412656",""
"43377","191.473864","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=245/62720, ttl=254 (request in 43376)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:15.418556",""
"43380","192.493835","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=246/62976, ttl=128 (reply in 43381)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:16.438527",""
"43381","192.598209","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=246/62976, ttl=254 (request in 43380)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:16.542901",""
"43385","193.509562","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=247/63232, ttl=128 (reply in 43386)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:17.454254",""
"43386","193.595601","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=247/63232, ttl=254 (request in 43385)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:17.540293",""
"43387","194.522977","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=248/63488, ttl=128 (reply in 43388)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:18.467669",""
"43388","194.533594","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=248/63488, ttl=254 (request in 43387)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:18.478286",""
"43993","195.540748","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=249/63744, ttl=128 (reply in 43994)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:19.485440",""
"43994","195.552884","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=249/63744, ttl=254 (request in 43993)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:19.497576",""
"44106","196.555601","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=250/64000, ttl=128 (reply in 44110)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:20.500293",""
"44110","196.558211","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=250/64000, ttl=254 (request in 44106)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:20.502903",""
"45744","197.613352","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=251/64256, ttl=128 (reply in 45783)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:21.558044",""
"45783","197.675277","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=251/64256, ttl=254 (request in 45744)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:21.619969",""
"46533","198.640628","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=252/64512, ttl=128 (reply in 46555)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:22.585320",""
"46555","198.699123","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=252/64512, ttl=254 (request in 46533)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:22.643815",""
"47161","199.658402","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=253/64768, ttl=128 (reply in 47197)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:23.603094",""
"47197","199.714494","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=253/64768, ttl=254 (request in 47161)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:23.659186",""
"47395","200.676055","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=254/65024, ttl=128 (reply in 47401)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:24.620747",""
"47401","200.852904","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=254/65024, ttl=254 (request in 47395)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:24.797596",""
"47420","201.686326","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=255/65280, ttl=128 (reply in 47421)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:25.631018",""
"47421","201.703053","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=255/65280, ttl=254 (request in 47420)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:25.647745",""
"47423","202.698019","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=256/1, ttl=128 (reply in 47424)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:26.642711",""
"47424","202.714031","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=256/1, ttl=254 (request in 47423)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:26.658723",""
"47432","203.715469","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=257/257, ttl=128 (reply in 47433)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:27.660161",""
"47433","203.721484","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=257/257, ttl=254 (request in 47432)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:27.666176",""
"47460","204.735410","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=258/513, ttl=128 (reply in 47461)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:28.680102",""
"47461","204.747924","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=258/513, ttl=254 (request in 47460)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:28.692616",""
"47474","205.751160","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=259/769, ttl=128 (reply in 47475)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:29.695852",""
"47475","205.755124","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=259/769, ttl=254 (request in 47474)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:29.699816",""
"47485","206.770266","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=260/1025, ttl=128 (reply in 47486)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:30.714958",""
"47486","206.773290","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=260/1025, ttl=254 (request in 47485)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:30.717982",""
"47535","207.777493","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=261/1281, ttl=128 (reply in 47536)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:31.722185",""
"47536","207.805802","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=261/1281, ttl=254 (request in 47535)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:31.750494",""
"47584","208.789514","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=262/1537, ttl=128 (reply in 47585)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:32.734206",""
"47585","208.793317","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=262/1537, ttl=254 (request in 47584)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:32.738009",""
"47609","209.804844","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=263/1793, ttl=128 (reply in 47611)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:33.749536",""
"47611","209.850204","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=263/1793, ttl=254 (request in 47609)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:33.794896",""
"48480","210.836251","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=264/2049, ttl=128 (reply in 48485)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:34.780943",""
"48485","210.887145","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=264/2049, ttl=254 (request in 48480)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:34.831837",""
"48860","211.850843","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=265/2305, ttl=128 (reply in 48868)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:35.795535",""
"48868","211.916147","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=265/2305, ttl=254 (request in 48860)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:35.860839",""
"48982","212.869042","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=266/2561, ttl=128 (reply in 49019)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:36.813734",""
"49019","212.964159","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=266/2561, ttl=254 (request in 48982)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:36.908851",""
"49428","213.886580","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=267/2817, ttl=128 (reply in 49429)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:37.831272",""
"49429","213.901442","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=267/2817, ttl=254 (request in 49428)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:37.846134",""
"49561","214.902225","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=268/3073, ttl=128 (reply in 49562)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:38.846917",""
"49562","214.979768","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=268/3073, ttl=254 (request in 49561)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:38.924460",""
"49595","215.919723","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=269/3329, ttl=128 (reply in 49596)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:39.864415",""
"49596","215.922253","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=269/3329, ttl=254 (request in 49595)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:39.866945",""
"49604","216.933294","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=270/3585, ttl=128 (reply in 49605)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:40.877986",""
"49605","216.941657","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=270/3585, ttl=254 (request in 49604)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:40.886349",""
"49618","217.950447","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=271/3841, ttl=128 (reply in 49619)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:41.895139",""
"49619","218.053744","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=271/3841, ttl=254 (request in 49618)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:41.998436",""
"49622","218.975816","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=272/4097, ttl=128 (reply in 49623)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:42.920508",""
"49623","218.994962","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=272/4097, ttl=254 (request in 49622)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:42.939654",""
"49626","219.985357","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=273/4353, ttl=128 (reply in 49627)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:43.930049",""
"49627","219.992303","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=273/4353, ttl=254 (request in 49626)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:43.936995",""
"49630","221.004672","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=274/4609, ttl=128 (reply in 49631)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:44.949364",""
"49631","221.073209","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=274/4609, ttl=254 (request in 49630)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:45.017901",""
"49633","222.024453","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=275/4865, ttl=128 (reply in 49634)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:45.969145",""
"49634","222.034493","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=275/4865, ttl=254 (request in 49633)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:45.979185",""
"49640","223.031781","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=276/5121, ttl=128 (reply in 49643)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:46.976473",""
"49643","223.119478","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=276/5121, ttl=254 (request in 49640)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:47.064170",""
"49663","224.047229","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=277/5377, ttl=128 (reply in 49664)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:47.991921",""
"49664","224.102981","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=277/5377, ttl=254 (request in 49663)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:48.047673",""
"49670","225.059699","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=278/5633, ttl=128 (reply in 49671)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:49.004391",""
"49671","225.074365","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=278/5633, ttl=254 (request in 49670)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:49.019057",""
"50013","226.075267","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=279/5889, ttl=128 (reply in 50014)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:50.019959",""
"50014","226.083170","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=279/5889, ttl=254 (request in 50013)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:50.027862",""
"50062","227.084440","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=280/6145, ttl=128 (reply in 50063)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:51.029132",""
"50063","227.091483","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=280/6145, ttl=254 (request in 50062)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:51.036175",""
"50086","228.102752","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=281/6401, ttl=128 (reply in 50087)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:52.047444",""
"50087","228.113141","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=281/6401, ttl=254 (request in 50086)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:52.057833",""
"50131","229.121410","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=282/6657, ttl=128 (reply in 50132)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:53.066102",""
"50132","229.243903","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=282/6657, ttl=254 (request in 50131)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:53.188595",""
"50138","230.150205","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=283/6913, ttl=128 (reply in 50139)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:54.094897",""
"50139","230.191700","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=283/6913, ttl=254 (request in 50138)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:54.136392",""
"50175","231.175154","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=284/7169, ttl=128 (reply in 50176)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:55.119846",""
"50176","231.181676","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=284/7169, ttl=254 (request in 50175)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:55.126368",""
"50219","232.180616","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=285/7425, ttl=128 (reply in 50220)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:56.125308",""
"50220","232.193994","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=285/7425, ttl=254 (request in 50219)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:56.138686",""
"50221","233.196915","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=286/7681, ttl=128 (reply in 50222)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:57.141607",""
"50222","233.229490","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=286/7681, ttl=254 (request in 50221)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:57.174182",""
"50224","234.220286","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=287/7937, ttl=128 (reply in 50225)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:58.164978",""
"50225","234.224944","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=287/7937, ttl=254 (request in 50224)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:58.169636",""
"50227","235.242505","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=288/8193, ttl=128 (reply in 50228)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:59.187197",""
"50228","235.249115","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=288/8193, ttl=254 (request in 50227)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:59.193807",""
"50230","236.255484","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=289/8449, ttl=128 (reply in 50231)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:00.200176",""
"50231","236.260039","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=289/8449, ttl=254 (request in 50230)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:00.204731",""
"50240","237.271844","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=290/8705, ttl=128 (reply in 50241)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:01.216536",""
"50241","237.277951","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=290/8705, ttl=254 (request in 50240)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:01.222643",""
"50276","238.279955","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=291/8961, ttl=128 (reply in 50277)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:02.224647",""
"50277","238.342096","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=291/8961, ttl=254 (request in 50276)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:02.286788",""
"50281","239.300671","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=292/9217, ttl=128 (reply in 50282)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:03.245363",""
"50282","239.387563","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=292/9217, ttl=254 (request in 50281)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:03.332255",""
"50288","240.326935","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=293/9473, ttl=128 (reply in 50292)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:04.271627",""
"50292","240.362057","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=293/9473, ttl=254 (request in 50288)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:04.306749",""
"50307","241.351203","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=294/9729, ttl=128 (reply in 50308)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:05.295895",""
"50308","241.356422","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=294/9729, ttl=254 (request in 50307)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:05.301114",""
"50323","242.361243","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=295/9985, ttl=128 (reply in 50324)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:06.305935",""
"50324","242.373962","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=295/9985, ttl=254 (request in 50323)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:06.318654",""
"50354","243.377269","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=296/10241, ttl=128 (reply in 50355)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:07.321961",""
"50355","243.387830","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=296/10241, ttl=254 (request in 50354)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:07.332522",""
"50373","244.386819","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=297/10497, ttl=128 (reply in 50376)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:08.331511",""
"50376","244.392520","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=297/10497, ttl=254 (request in 50373)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:08.337212",""
"50383","245.395673","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=298/10753, ttl=128 (reply in 50384)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:09.340365",""
"50384","245.401428","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=298/10753, ttl=254 (request in 50383)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:09.346120",""
"50389","246.421015","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=299/11009, ttl=128 (reply in 50390)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:10.365707",""
"50390","246.425478","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=299/11009, ttl=254 (request in 50389)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:10.370170",""
"50392","247.447516","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=300/11265, ttl=128 (reply in 50393)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:30:11.392208",""
"50393","247.450733","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=300/11265, ttl=254 (request in 50392)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:30:11.395425",""
