"No.","Time","Source","Destination","Protocol","Length","Info","src port","dest port","hard src addr","hard dest addr","UTC time","The RTT to ACK the segment was"
"28","0.357407","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=57/14592, ttl=128 (reply in 36)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:04.302099",""
"36","0.416268","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=57/14592, ttl=254 (request in 28)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:04.360960",""
"110","1.379452","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=58/14848, ttl=128 (reply in 111)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:05.324144",""
"111","1.390987","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=58/14848, ttl=254 (request in 110)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:05.335679",""
"208","2.401360","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=59/15104, ttl=128 (reply in 209)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:06.346052",""
"209","2.405440","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=59/15104, ttl=254 (request in 208)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:06.350132",""
"318","3.431203","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=60/15360, ttl=128 (reply in 319)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:07.375895",""
"319","3.435244","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=60/15360, ttl=254 (request in 318)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:07.379936",""
"406","4.451718","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=61/15616, ttl=128 (reply in 418)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:08.396410",""
"418","4.469887","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=61/15616, ttl=254 (request in 406)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:08.414579",""
"488","5.466117","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=62/15872, ttl=128 (reply in 489)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:09.410809",""
"489","5.472358","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=62/15872, ttl=254 (request in 488)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:09.417050",""
"590","6.471603","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=63/16128, ttl=128 (reply in 591)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:10.416295",""
"591","6.476417","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=63/16128, ttl=254 (request in 590)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:10.421109",""
"676","7.495227","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=64/16384, ttl=128 (reply in 677)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:11.439919",""
"677","7.510472","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=64/16384, ttl=254 (request in 676)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:11.455164",""
"771","8.512072","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=65/16640, ttl=128 (reply in 780)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:12.456764",""
"780","8.560838","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=65/16640, ttl=254 (request in 771)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:12.505530",""
"851","9.534069","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=66/16896, ttl=128 (reply in 858)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:13.478761",""
"858","9.667496","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=66/16896, ttl=254 (request in 851)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:13.612188",""
"886","10.549403","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=67/17152, ttl=128 (reply in 887)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:14.494095",""
"887","10.553148","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=67/17152, ttl=254 (request in 886)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:14.497840",""
"950","11.556630","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=68/17408, ttl=128 (reply in 952)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:15.501322",""
"952","11.689004","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=68/17408, ttl=254 (request in 950)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:15.633696",""
"959","12.581060","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=69/17664, ttl=128 (reply in 960)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:16.525752",""
"960","12.617152","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=69/17664, ttl=254 (request in 959)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:16.561844",""
"963","13.605727","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=70/17920, ttl=128 (reply in 964)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:17.550419",""
"964","13.626493","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=70/17920, ttl=254 (request in 963)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:17.571185",""
"965","14.629907","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=71/18176, ttl=128 (reply in 966)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:18.574599",""
"966","14.635704","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=71/18176, ttl=254 (request in 965)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:18.580396",""
"969","15.652998","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=72/18432, ttl=128 (reply in 970)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:19.597690",""
"970","15.659758","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=72/18432, ttl=254 (request in 969)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:19.604450",""
"971","16.676525","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=73/18688, ttl=128 (reply in 972)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:20.621217",""
"972","16.684367","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=73/18688, ttl=254 (request in 971)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:20.629059",""
"975","17.691902","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=74/18944, ttl=128 (reply in 976)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:21.636594",""
"976","17.703206","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=74/18944, ttl=254 (request in 975)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:21.647898",""
"979","18.703814","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=75/19200, ttl=128 (reply in 980)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:22.648506",""
"980","18.711708","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=75/19200, ttl=254 (request in 979)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:22.656400",""
"992","19.709930","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=76/19456, ttl=128 (reply in 993)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:23.654622",""
"993","19.722389","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=76/19456, ttl=254 (request in 992)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:23.667081",""
"995","20.725956","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=77/19712, ttl=128 (reply in 997)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:24.670648",""
"997","20.849613","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=77/19712, ttl=254 (request in 995)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:24.794305",""
"1171","21.745749","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=78/19968, ttl=128 (reply in 1172)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:25.690441",""
"1172","21.753153","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=78/19968, ttl=254 (request in 1171)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:25.697845",""
"1194","22.759889","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=79/20224, ttl=128 (reply in 1195)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:26.704581",""
"1195","22.767947","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=79/20224, ttl=254 (request in 1194)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:26.712639",""
"2522","23.770188","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=80/20480, ttl=128 (reply in 2617)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:27.714880",""
"2617","23.826648","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=80/20480, ttl=254 (request in 2522)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:27.771340",""
"3588","24.779872","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=81/20736, ttl=128 (reply in 3652)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:28.724564",""
"3652","25.015076","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=81/20736, ttl=254 (request in 3588)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:28.959768",""
"4479","25.793891","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=82/20992, ttl=128 (reply in 4536)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:29.738583",""
"4536","25.907095","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=82/20992, ttl=254 (request in 4479)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:29.851787",""
"4754","26.809023","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=83/21248, ttl=128 (reply in 4774)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:30.753715",""
"4774","26.915804","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=83/21248, ttl=254 (request in 4754)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:30.860496",""
"5043","27.843219","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=84/21504, ttl=128 (reply in 5066)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:31.787911",""
"5066","27.939247","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=84/21504, ttl=254 (request in 5043)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:31.883939",""
"5370","28.851968","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=85/21760, ttl=128 (reply in 5371)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:32.796660",""
"5371","28.867084","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=85/21760, ttl=254 (request in 5370)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:32.811776",""
"5572","29.859212","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=86/22016, ttl=128 (reply in 5573)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:33.803904",""
"5573","29.915015","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=86/22016, ttl=254 (request in 5572)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:33.859707",""
"5847","30.872673","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=87/22272, ttl=128 (reply in 5848)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:34.817365",""
"5848","30.876561","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=87/22272, ttl=254 (request in 5847)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:34.821253",""
"6036","31.877531","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=88/22528, ttl=128 (reply in 6037)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:35.822223",""
"6037","31.999925","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=88/22528, ttl=254 (request in 6036)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:35.944617",""
"6382","32.887645","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=89/22784, ttl=128 (reply in 6383)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:36.832337",""
"6383","32.890453","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=89/22784, ttl=254 (request in 6382)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:36.835145",""
"6392","33.896255","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=90/23040, ttl=128 (reply in 6393)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:37.840947",""
"6393","33.900742","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=90/23040, ttl=254 (request in 6392)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:37.845434",""
"6729","34.910031","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=91/23296, ttl=128 (reply in 6730)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:38.854723",""
"6730","34.913926","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=91/23296, ttl=254 (request in 6729)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:38.858618",""
"6810","35.926928","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=92/23552, ttl=128 (reply in 6811)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:39.871620",""
"6811","35.969822","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=92/23552, ttl=254 (request in 6810)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:39.914514",""
"6814","36.941097","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=93/23808, ttl=128 (reply in 6815)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:40.885789",""
"6815","36.955366","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=93/23808, ttl=254 (request in 6814)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:40.900058",""
"7194","37.958213","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=94/24064, ttl=128 (reply in 7195)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:41.902905",""
"7195","38.096391","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=94/24064, ttl=254 (request in 7194)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:42.041083",""
"7315","38.973977","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=95/24320, ttl=128 (reply in 7387)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:42.918669",""
"7387","39.600053","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=95/24320, ttl=254 (request in 7315)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:26:43.544745",""
"7518","39.987511","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=96/24576, ttl=128 (reply in 7519)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:43.932203",""
"7519","40.042798","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=96/24576, ttl=254 (request in 7518)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:43.987490",""
"8091","40.994619","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=97/24832, ttl=128 (reply in 8092)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:44.939311",""
"8092","40.997473","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=97/24832, ttl=254 (request in 8091)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:44.942165",""
"8619","42.011851","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=98/25088, ttl=128 (reply in 8694)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:45.956543",""
"8694","42.073343","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=98/25088, ttl=254 (request in 8619)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:46.018035",""
"8915","43.024382","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=99/25344, ttl=128 (reply in 8916)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:46.969074",""
"8916","43.031308","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=99/25344, ttl=254 (request in 8915)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:46.976000",""
"8949","44.042294","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=100/25600, ttl=128 (reply in 8950)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:47.986986",""
"8950","44.045503","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=100/25600, ttl=254 (request in 8949)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:47.990195",""
"9192","45.054177","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=101/25856, ttl=128 (reply in 9286)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:48.998869",""
"9286","45.133137","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=101/25856, ttl=254 (request in 9192)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:26:49.077829",""
"10239","46.085942","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=102/26112, ttl=128 (reply in 10379)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:50.030634",""
"10379","46.201244","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=102/26112, ttl=254 (request in 10239)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:50.145936",""
"11151","47.101361","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=103/26368, ttl=128 (reply in 11312)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:51.046053",""
"11312","47.200367","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=103/26368, ttl=254 (request in 11151)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:51.145059",""
"12086","48.110442","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=104/26624, ttl=128 (reply in 12089)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:52.055134",""
"12089","48.118420","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=104/26624, ttl=254 (request in 12086)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:52.063112",""
"12531","49.124250","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=105/26880, ttl=128 (reply in 12547)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:53.068942",""
"12547","49.132143","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=105/26880, ttl=254 (request in 12531)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:53.076835",""
"13076","50.139095","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=106/27136, ttl=128 (reply in 13098)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:54.083787",""
"13098","50.168192","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=106/27136, ttl=254 (request in 13076)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:54.112884",""
"13691","51.150038","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=107/27392, ttl=128 (reply in 13714)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:55.094730",""
"13714","51.157401","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=107/27392, ttl=254 (request in 13691)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:55.102093",""
"14320","52.185458","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=108/27648, ttl=128 (reply in 14333)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:56.130150",""
"14333","52.269536","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=108/27648, ttl=254 (request in 14320)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:56.214228",""
"15045","53.201712","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=109/27904, ttl=128 (reply in 15058)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:57.146404",""
"15058","53.211081","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=109/27904, ttl=254 (request in 15045)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:57.155773",""
"16131","54.222278","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=110/28160, ttl=128 (reply in 16147)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:58.166970",""
"16147","54.237737","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=110/28160, ttl=254 (request in 16131)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:58.182429",""
"17390","55.236606","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=111/28416, ttl=128 (reply in 17420)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:26:59.181298",""
"17420","55.264081","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=111/28416, ttl=254 (request in 17390)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:26:59.208773",""
"18559","56.245042","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=112/28672, ttl=128 (reply in 18596)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:00.189734",""
"18596","56.271962","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=112/28672, ttl=254 (request in 18559)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:00.216654",""
"18974","57.260085","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=113/28928, ttl=128 (reply in 18991)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:01.204777",""
"18991","57.392537","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=113/28928, ttl=254 (request in 18974)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:01.337229",""
"19721","58.274503","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=114/29184, ttl=128 (reply in 19736)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:02.219195",""
"19736","58.282579","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=114/29184, ttl=254 (request in 19721)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:02.227271",""
"21021","59.285971","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=115/29440, ttl=128 (reply in 21050)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:03.230663",""
"21050","59.309938","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=115/29440, ttl=254 (request in 21021)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:03.254630",""
"22147","60.298652","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=116/29696, ttl=128 (reply in 22164)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:04.243344",""
"22164","60.568718","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=116/29696, ttl=254 (request in 22147)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:04.513410",""
"22651","61.314867","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=117/29952, ttl=128 (reply in 22678)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:27:05.259559",""
"22678","61.401227","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=117/29952, ttl=254 (request in 22651)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:27:05.345919",""
